label,NOSE_x,NOSE_y,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_RIGHT_x,MOUTH_RIGHT_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_PINKY_x,LEFT_PINKY_y,RIGHT_PINKY_x,RIGHT_PINKY_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_THUMB_x,LEFT_THUMB_y,RIGHT_THUMB_x,RIGHT_THUMB_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,angle_LEFT_SHOULDER_LEFT_ELBOW_LEFT_WRIST,angle_RIGHT_SHOULDER_RIGHT_ELBOW_RIGHT_WRIST,angle_LEFT_HIP_LEFT_SHOULDER_LEFT_ELBOW,angle_RIGHT_HIP_RIGHT_SHOULDER_RIGHT_ELBOW,angle_LEFT_HIP_LEFT_KNEE_LEFT_ANKLE,angle_RIGHT_HIP_RIGHT_KNEE_RIGHT_ANKLE,angle_LEFT_SHOULDER_LEFT_HIP_LEFT_KNEE,angle_RIGHT_SHOULDER_RIGHT_HIP_RIGHT_KNEE,angle_LEFT_HIP_RIGHT_HIP_RIGHT_KNEE,angle_LEFT_SHOULDER_RIGHT_SHOULDER_RIGHT_HIP,angle_LEFT_KNEE_LEFT_HIP_RIGHT_HIP,angle_RIGHT_KNEE_RIGHT_HIP_LEFT_HIP
adho mukha svanasana,-0.07237969407243415,-0.016058450104739698,-0.1002462453385741,-0.01263645663055749,-0.1023932094465874,-0.015708564913650174,-0.10478124501452016,-0.0187595443957297,-0.1004145351374984,-0.011905477652386528,-0.10274962133537209,-0.014103357563283231,-0.10590290814854024,-0.016169860915586625,-0.11235366917237609,-0.04955409342467478,-0.11368423560063458,-0.04565631424327416,-0.054976289427939355,-0.04280557376529186,-0.0563284436370015,-0.038975300133917236,-0.07884113037249159,-0.1381412438854248,-0.08836864834040484,-0.14924973524837126,-0.19606501008290977,0.014539397540461291,-0.19675230808889155,-0.01024202071757504,-0.34057570239212764,0.16179231167305103,-0.3040793052741296,0.09051115151921717,-0.39222823989579636,0.17244694572891314,-0.33919702605236385,0.08627889760251185,-0.4018067145155407,0.1594708088920062,-0.3415553131838925,0.09110043184105215,-0.38261043281388457,0.15853125569465942,-0.3301471911111125,0.09633533459482702,0.24405632178542772,-0.3911224359851147,0.2388666192802298,-0.3949880010140532,0.3955688565998758,-0.1449711772734823,0.3988377685159417,-0.1553301534968185,0.5591491032205815,0.09056862573481719,0.5353092661452238,0.053827288431722575,0.5981932854844594,0.12926709092258515,0.5684583236511813,0.09335597980976001,0.4440050045464888,0.1475045899750862,0.4359925692256151,0.12084765140326223,173.05452944409637,171.13384501575132,165.5937489667534,164.84819749073995,176.83375687046018,179.40069715805106,83.5356694260146,86.818210326534,19.596276247682393,86.28582995366003,158.29407391289058,19.596276247682393
adho mukha svanasana,-0.07648028751590441,-0.00831377918115081,-0.10287555055236124,-0.008780377185850254,-0.10366923777893161,-0.009182602252080129,-0.10320415978027453,-0.009792381847458785,-0.10508516580981073,-0.011623084267791696,-0.10697654036827166,-0.013148943912304138,-0.10813837490608243,-0.014338785281941822,-0.09423043462209746,-0.043953863618108366,-0.10463118773008552,-0.04045938641189614,-0.05425377542837234,-0.03173287990135077,-0.05575850281070642,-0.03161335031070822,-0.004567999935762885,-0.12303721758563059,-0.09252999587844135,-0.1585721611238168,-0.1336260259666216,0.059070533813961684,-0.2183445223423475,-0.00315284694253424,-0.29187726901771743,0.17011314734593638,-0.3680966693269577,0.11268444549150519,-0.32968256034907223,0.19484486353536795,-0.4070398744405957,0.12480447325582,-0.35242319658868126,0.17778852699998157,-0.4103344852621648,0.13057255186515906,-0.33598370037528097,0.1668671336947813,-0.389849756965163,0.12908670783104662,0.29832809368009294,-0.4200490066325273,0.2374174176102748,-0.41494861505006825,0.43658395137190437,-0.18030677392490455,0.37843216445489697,-0.1759912243555905,0.5551162856723791,0.04727561525094607,0.48282905315622493,0.029997617625752874,0.5896655147378351,0.08341210955746041,0.5111942506424977,0.06516579058682978,0.4554939109376532,0.11091237934164092,0.4045986314879441,0.09640138358952428,160.38162155919832,166.71365766944646,169.76285861821654,166.83874576089772,177.5405474887378,176.33035730275645,75.53340129269638,82.69792148631191,64.24060960495395,59.84575336379783,115.18489356768445,64.24060960495395
adho mukha svanasana,0.05186257004202335,0.07923143861418669,0.07729441700901342,0.08302004686737068,0.08034907695001312,0.08001119926020211,0.08255804891616263,0.07666520749753901,0.07637537262459622,0.08266060134750487,0.07932332529893671,0.07942585403770534,0.08193506109609502,0.07552514863243183,0.09129883654093171,0.05175924054448784,0.09307231286041119,0.050046233391784364,0.04260619828545568,0.05744471102194169,0.04273635174631193,0.0568770757064456,0.05944752993503864,-0.02760101726977905,0.05302629055202168,-0.028615729348670255,0.14814641708696596,0.08415066044874416,0.1531318672510841,0.1043165379969374,0.23653911087111193,0.19216922095601885,0.2617881858556154,0.2320273344285092,0.2724226212176462,0.19721641326671832,0.3055191296618858,0.24013296208597915,0.2785208757340675,0.1951106397320885,0.31703082411174505,0.23236972596385583,0.2629737275760546,0.19654940569527393,0.2998488649147844,0.2302361413160101,-0.1773042849786584,-0.23778727695316265,-0.16976896447038703,-0.28175871310330697,-0.2924949340976225,-0.026643895184764146,-0.3116502813061685,-0.4912926578788319,-0.4321509130594238,0.17342715433843267,-0.3923596262998683,-0.7161232396610835,-0.46036608637021237,0.1978495096458688,-0.3947959412315325,-0.7598670379140209,-0.3184444157711511,0.22554852570967274,-0.49847156855294605,-0.7040814211920905,179.14571364388544,176.59070222405037,170.03792630546033,175.63030094347687,173.69869195383885,165.64401487608748,77.01656461154516,172.75150094504056,136.17273131033994,140.3314020460111,161.1092741504949,136.17273131033994
adho mukha svanasana,0.09450588101343056,0.006132307253691726,0.1003469188380116,0.030911499261957284,0.10063462413675058,0.032145596364519254,0.10125101961841043,0.03290910903497084,0.11092898691463184,0.025831280729949353,0.1175253585011261,0.023794230311498944,0.12426739580520746,0.021865035155438244,0.13430177414315028,0.010037970887760286,0.16009643881179988,0.0006788235623209441,0.10585888478109963,-0.02888308390200355,0.11329031741875968,-0.03210577973380615,0.08725608918378033,-0.15669087667659828,0.11082254072533056,-0.09089493835987318,0.01078087176573894,-0.12982250882744203,0.2569424796132421,0.06711406077687401,-0.05930480697957825,-0.07777270983914139,0.4320241793596863,0.25897242200510073,-0.06030862651194466,-0.07098094751604943,0.4748901695296479,0.29771512744388207,-0.06515748661060909,-0.06869983644279556,0.47662966534746315,0.29873469238892725,-0.06533120717324734,-0.06681805324012469,0.4507916301785559,0.2795835903740631,-0.1267986569955258,-0.4608293560102981,-0.13938287721990456,-0.4599242659790297,-0.2579973784389037,-0.17436725206230283,-0.3414815597437454,-0.17112764319449567,-0.344094859017797,0.04036477733696297,-0.46768947693194995,0.08206012455724468,-0.38724421266523973,0.07896677186144413,-0.5233703346525369,0.11925785188329835,-0.3163213973827708,0.1298574040419407,-0.4086623453620684,0.15198457655211478,162.75834581321666,179.6209088175336,74.21997959151959,171.3763229550979,177.24084464931036,171.51096411656616,59.74577282953977,69.12181630139212,129.09794831883758,14.43139877513963,61.27859410860108,129.09794831883758
adho mukha svanasana,0.10915641339543371,0.03125755625008366,0.14627922241836253,0.03861459009400738,0.15059756825652446,0.03503272128978429,0.1551245994670826,0.031009395194758784,0.14592477062668893,0.0383159364795428,0.14970304122782063,0.03480049782994206,0.15387787670478514,0.03136249050706672,0.17375412439890578,-0.004121578550362645,0.17219644163125394,-0.0013480843347127424,0.09696818495501408,-0.005699894145482289,0.09883306763122036,-0.004116077964311113,0.1370330190507697,-0.16657779104531933,0.12390990520932697,-0.15935432271398026,0.199460151508201,-0.005119511796711694,0.23811845872766207,0.03298826628696433,0.2927024052701152,0.08398518685539115,0.30351619299359966,0.10277180383139191,0.33813640692305375,0.10277575297009557,0.3122481404555218,0.10546828984232037,0.31972885303898657,0.08916659787526607,0.3174204042769483,0.0953510901258716,0.3124426627966383,0.09133509814558148,0.3149798507806724,0.09986016028144777,-0.1585647348178059,-0.5030043883079356,-0.1638568203905902,-0.5202523044864378,-0.3950789596400097,-0.2034704332539448,-0.40180389276668815,-0.2025118503539644,-0.6091530520967793,0.08405443782337325,-0.6164416237337674,0.08876378572749236,-0.6583456465109299,0.11167302142878219,-0.6618635930769462,0.11370696890183704,-0.5627846037207775,0.13760687425507453,-0.5342188349902941,0.19567571495708733,154.83892400749684,167.55909965113008,159.83495234556767,172.13328984966935,178.3743172827387,179.55755370493029,79.59870443863606,75.39609378450368,53.88583229862217,99.7374814612543,124.64781422022587,53.88583229862217
adho mukha svanasana,0.05699234393123285,-0.011053867873028473,0.0833260276052731,-0.002448185502985368,0.0864442818201348,-0.004838999790170449,0.08907569593759006,-0.007375211637427123,0.08367891877398777,-0.0030015289404728782,0.08728374810321202,-0.0052191478746585855,0.09060643673644306,-0.007589226069615601,0.10372203747734889,-0.03431633455026602,0.10573392123816447,-0.03432735570164707,0.05313458828660545,-0.036229443153700996,0.05509254799798725,-0.03665073687001175,0.09051150656096565,-0.13579603503611262,0.08149850579725139,-0.122787688422891,0.17455359501025208,-0.005024767419560067,0.16960470543660286,0.02324309802416231,0.2765984989706257,0.09109795957074594,0.31877214030567524,0.15115613207773534,0.3126165179501025,0.09353620562794876,0.37280483278745374,0.16729077114697133,0.3183465775371708,0.0952793435856403,0.3831213513898762,0.15759619902047967,0.3056008931255502,0.09585052496073346,0.36556377363830306,0.15243952474652,-0.19431393138727593,-0.35743402213980485,-0.21888749831508672,-0.3750422503773071,-0.33500628107175234,-0.13633909206564448,-0.3884047035150742,-0.13168906420258,-0.4477945581953919,0.0058628239343915855,-0.5776407585588095,0.08157539904395715,-0.4733278274624498,0.02958687275909953,-0.6168786486101238,0.10665394737339717,-0.3636959124276729,0.06828903368237854,-0.44873332687417083,0.1277051220737233,166.01567027604693,161.7177788534776,160.61583093196506,161.1267223352855,174.05047896379236,173.27703237424487,84.58197242093902,84.83818743700833,89.2371025604097,84.69418647016464,93.15317436806896,89.2371025604097
adho mukha svanasana,-0.07832383534085517,0.00964687912203959,-0.1069390157466601,0.0028279768437203616,-0.10816434802480716,-0.0003594717316161266,-0.10882788509950904,-0.0033378002448457753,-0.10657494191425881,0.0025110320069744677,-0.10804780406183848,-0.0008582716097131582,-0.10986024996307445,-0.004214692724684498,-0.10899499387212176,-0.030798440906746338,-0.11405273535528271,-0.03157836167846041,-0.06558334006646796,-0.011619969421877568,-0.06255985977129337,-0.009412164513014154,-0.05375344354353333,-0.09818971918297324,-0.06199810058266984,-0.11757744308441855,-0.17404824214612943,0.02713337518457515,-0.19657572919826083,0.014933028405060122,-0.3313976823641545,0.11619743316325193,-0.33582165302273526,0.0772876896917847,-0.3659897565247229,0.11978401870101048,-0.3813579472113908,0.0846628336880455,-0.3745514340317308,0.11754718404512886,-0.3831215209996019,0.08884894085533356,-0.3626276108538449,0.11840612043524659,-0.3678001855959446,0.08901764868602903,0.2230309774242094,-0.40282975941369,0.2186757770676339,-0.3964457849523042,0.39764415843117373,-0.1686302679681825,0.3943848890984355,-0.16589450107973416,0.5656677795443011,0.0664720353741442,0.5490174792131016,0.05438586638381325,0.616878479000398,0.10648155625240453,0.5968589921006814,0.08846414229379435,0.4497313866174104,0.13282318399125068,0.45508239679354234,0.12431570338865357,163.3382431221258,159.5663885436664,178.42989532729283,179.7414434942929,178.84547323661798,177.7561531363929,78.96437313316977,82.49684709273933,108.38590190187755,111.77742598186616,71.00940746696955,108.38590190187755
adho mukha svanasana,-0.03222712012834295,0.024074594321868432,-0.04785443417382405,0.03344911575731804,-0.05242879576173361,0.03339154473818088,-0.05605983022325212,0.032972596140409205,-0.04476055955013052,0.03306049113516783,-0.04712304515869251,0.032806603750491936,-0.04965930595846413,0.03255931557546397,-0.0741223737591096,0.014060475867903453,-0.0709349665050482,0.01384274243547051,-0.031817571738965475,-0.0013397312653380274,-0.0284692776482727,-0.00029316948988403283,-0.07456359067687936,-0.06749976346009989,-0.07395392129095957,-0.07663930444894468,-0.1975883917543324,0.04057966299677875,-0.1760601194580146,0.011378686622020568,-0.3658368891395698,0.09489411387350553,-0.3283838998313471,0.04301408309573615,-0.41071725307188783,0.10324818697045156,-0.3580726430554202,0.04394724372871252,-0.415271696293631,0.09211888305788386,-0.3626274545158656,0.04373853866285312,-0.4003637867673359,0.09044823038228969,-0.3548799800307905,0.04680543025334407,0.14389971038624585,-0.3223382642872509,0.14233703923893995,-0.32251916562779914,0.3473952463958399,-0.14586821204568676,0.33973855948898873,-0.14842781469821104,0.541236567920182,0.01657092857863271,0.5151546223557713,-0.0006800532162375482,0.584728303706369,0.046521583266585544,0.558782740366768,0.029654934583296898,0.4477897036936748,0.0736400838949597,0.4327144129390908,0.05882740885012783,156.59139440509324,150.97056787519466,171.90508958191344,172.09896013465558,179.03140303800282,178.69689102611346,89.67359765564746,89.92728117069444,34.80614818785478,142.4795293702061,145.6717804098193,34.80614818785478
adho mukha svanasana,0.029332598232855247,-0.021637578004927042,0.056796808694313874,-0.0041414533334959034,0.06218627206298412,-0.005753822661074158,0.0674277960724854,-0.0076852527140573645,0.056468009404292745,-0.004390166526221539,0.06209945929617508,-0.00602377101528397,0.06841939620572837,-0.007956849459797912,0.09002049349308952,-0.030468350809802442,0.09442185199909058,-0.031107829759520013,0.03246533609130134,-0.0471905556575534,0.03381906251305955,-0.04618072191656271,0.08958285310310836,-0.14520449786031475,0.0935510419140482,-0.1306356741369501,0.18267003701888113,-0.009518264096234911,0.20379707807400413,0.031587287648878096,0.29898817101910125,0.08385647407168757,0.3608440556485107,0.16730396817417267,0.34669365594399926,0.08886976601979563,0.41150052436201867,0.1784984859520185,0.3523364857865869,0.09087513128114269,0.42341996601611726,0.17436223526246927,0.3338637369481141,0.09296097683487271,0.40421686819845043,0.16796201576966294,-0.20200338847146063,-0.41723311006138875,-0.23057047872698766,-0.42078681191166056,-0.3697115509361889,-0.1601960855292091,-0.38953249879179164,-0.15495900018975184,-0.4877696997205907,0.04161154440410963,-0.5445110890402468,0.09590815544551572,-0.5273403488118447,0.0826864554595925,-0.5765800339838827,0.1208808023151156,-0.3933012133239399,0.10063065173476055,-0.43360125629138235,0.13307584527001387,163.20782938838113,165.0327443280019,167.4645821957669,166.03452565739414,177.2046592165589,179.1723531343371,80.11050563922657,79.04428104248974,113.78786756528994,32.928984929419656,63.96795822860454,113.78786756528994
adho mukha svanasana,0.10538962800125173,0.08885554131259134,0.13208507573883677,0.09049680945980648,0.13391958371924068,0.08762114665497955,0.13567465608655524,0.08364515350587771,0.13173835845566667,0.09061589601444635,0.13378317913110743,0.08790779688504194,0.13611150738188396,0.08430330564362067,0.1381814692951375,0.05775061466861627,0.14019223340020773,0.05489695044687555,0.09378141924446053,0.0664680714202266,0.09555467889019285,0.06606500923529166,0.06856101327855178,-0.029836576726590035,0.08866829771595172,-0.025263746639411007,0.16961497052052768,0.0962898588258305,0.17169982103915263,0.12108286374892172,0.27688211217531056,0.17438409326689241,0.30369800605575054,0.22400868421471842,0.31231458581947014,0.17705902735918205,0.34612464724477415,0.23148004493473492,0.3160984312636215,0.17877638786977743,0.35319896362933223,0.22506555231277442,0.30402965642689805,0.18119616514426487,0.3400335137346825,0.22189722142840865,-0.19770163429081875,-0.2533094170351978,-0.18201755837194775,-0.29702223981982795,-0.390055105116708,-0.06270907949179187,-0.36398159097835014,-0.4805591934052248,-0.5249704092345262,0.13025754333075518,-0.550418490505628,-0.6535185061008412,-0.5578507352040475,0.14596613641415992,-0.5653287155584881,-0.6837436231513567,-0.44821053261737964,0.204984523529757,-0.6468010363706678,-0.6851120152573111,164.75803974700577,157.51432240161128,168.7086700952635,164.68223203039983,169.6975641799871,177.60580917469414,95.25573435078176,179.86672774387034,115.50868101194041,32.30092265659321,154.47559398885465,115.50868101194041
